17035,124.83567357063293,-21.0,-21.0,-20.954545454545453,-20
34672,135.74995064735413,-21.0,-21.0,-20.90909090909091,-20
51488,143.79097294807434,-21.0,-21.0,-21.0,-21
69207,154.6218192577362,-21.0,-21.0,-21.0,-21
86688,163.3036913871765,-21.0,-21.0,-20.863636363636363,-20
103889,171.79049062728882,-21.0,-21.0,-20.863636363636363,-20
120714,179.82321429252625,-21.0,-21.0,-21.0,-21
138134,189.195006608963,-21.0,-21.0,-20.954545454545453,-20
154869,197.1546974182129,-21.0,-21.0,-21.0,-21
171986,205.3584747314453,-21.0,-21.0,-20.954545454545453,-20
189037,213.54142212867737,-21.0,-21.0,-21.0,-21
206433,223.76579594612122,-21.0,-21.0,-21.0,-21
223404,231.99900722503662,-21.0,-21.0,-20.954545454545453,-20
240303,240.44633102416992,-21.0,-21.0,-20.954545454545453,-20
257466,249.21828627586365,-21.0,-21.0,-20.954545454545453,-20
274749,257.8131127357483,-21.0,-21.0,-20.818181818181817,-20
291948,266.3092062473297,-21.0,-21.0,-20.863636363636363,-20
309255,274.6495089530945,-21.0,-21.0,-20.90909090909091,-20
326233,282.9811854362488,-21.0,-21.0,-21.0,-21
343396,291.29776430130005,-21.0,-21.0,-20.863636363636363,-20
360639,300.6305305957794,-19.0,-19.0,-20.90909090909091,-20
377839,309.0862786769867,-21.0,-21.0,-20.90909090909091,-20
394827,317.3549361228943,-21.0,-21.0,-20.954545454545453,-20
412231,326.1925354003906,-21.0,-21.0,-20.863636363636363,-19
429360,334.6974289417267,-20.5,-20.0,-21.0,-21
446473,343.00346422195435,-21.0,-21.0,-21.0,-21
463540,351.639897108078,-20.5,-20.0,-20.954545454545453,-20
481231,359.9180703163147,-20.5,-20.0,-20.863636363636363,-20
499151,368.90158462524414,-21.0,-21.0,-20.863636363636363,-20
516569,378.5608561038971,-21.0,-21.0,-20.90909090909091,-19
533868,387.82770442962646,-21.0,-21.0,-20.954545454545453,-20
551251,396.9656672477722,-21.0,-21.0,-20.90909090909091,-20
568537,406.68929648399353,-21.0,-21.0,-20.90909090909091,-20
585749,415.87416315078735,-21.0,-21.0,-20.954545454545453,-20
602888,424.92982292175293,-20.5,-20.0,-20.954545454545453,-20
620173,435.27711939811707,-20.5,-20.0,-20.863636363636363,-19
637793,445.7160475254059,-20.0,-20.0,-20.90909090909091,-20
655419,455.6959228515625,-21.0,-21.0,-20.818181818181817,-19
673898,469.92647337913513,-20.5,-20.0,-20.863636363636363,-20
691202,479.52604818344116,-20.5,-20.0,-20.90909090909091,-20
708272,488.63447999954224,-21.0,-21.0,-20.90909090909091,-20
725738,498.43990087509155,-21.0,-21.0,-20.90909090909091,-20
743067,507.7701463699341,-21.0,-21.0,-20.90909090909091,-20
